Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_obs20_dense
EXP_VERSION=v7
TOTAL_TIMESTEPS=500000
N_ENVS=8
ATTN_MODE=learned
X_INDEX=1
VX_INDEX=3
ORACLE_RULE=leader_x
TTC_EPS=1e-6
ppo_attn_learned_cf_obs20_dense_v7_seed0 obs shape: (20, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_attn_learned_cf_obs20_dense_v7_seed0_1
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.00252    |
|    std                  | 0.432       |
|    value_loss           | 0.215       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.2        |
|    ep_rew_mean          | 0.455       |
| time/                   |             |
|    fps                  | 249         |
|    iterations           | 27          |
|    time_elapsed         | 1771        |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.013529367 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.545      |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.121       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00704    |
|    std                  | 0.413       |
|    value_loss           | 0.364       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 32           |
|    ep_rew_mean          | 0.863        |
| time/                   |              |
|    fps                  | 249          |
|    iterations           | 28           |
|    time_elapsed         | 1835         |
|    total_timesteps      | 458752       |
| train/                  |              |
|    approx_kl            | 0.0116246855 |
|    clip_fraction        | 0.129        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.514       |
|    explained_variance   | 0.928        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.17         |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00782     |
|    std                  | 0.401        |
|    value_loss           | 0.696        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43          |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 250         |
|    iterations           | 29          |
|    time_elapsed         | 1899        |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.013897283 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.482      |
|    explained_variance   | 0.877       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.434       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00595    |
|    std                  | 0.386       |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.9        |
|    ep_rew_mean          | 2.63        |
| time/                   |             |
|    fps                  | 250         |
|    iterations           | 30          |
|    time_elapsed         | 1963        |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.012828526 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.803       |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00358    |
|    std                  | 0.378       |
|    value_loss           | 1.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.5        |
|    ep_rew_mean          | 3.86        |
| time/                   |             |
|    fps                  | 250         |
|    iterations           | 31          |
|    time_elapsed         | 2025        |
|    total_timesteps      | 507904      |
| train/                  |             |
|    approx_kl            | 0.014164528 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.415      |
|    explained_variance   | 0.859       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.296       |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.000503    |
|    std                  | 0.364       |
|    value_loss           | 0.886       |
-----------------------------------------


###############################################################################
TCHPC Cluster: callan
Job 166069 (attn_learned_cf_obs20_dense_ne8_500000_v7) for User 'hadjitot' in Account 'callan_hadjitot'
Finished at: Fri Mar 13 16:40:55 GMT 2026

Job efficiency estimates:
=========================

Job ID: 166069
Cluster: callan
User/Group: hadjitot/hadjitot
State: COMPLETED (exit code 0)
Nodes: 1
Cores per node: 16
CPU Utilized: 10:13:14
CPU Efficiency: 37.22% of 1-03:27:44 core-walltime
Job Wall-clock time: 01:42:59
Memory Utilized: 3.20 GB
Memory Efficiency: 10.01% of 32.00 GB (32.00 GB/node)

Job completion status:
======================

JobID           JobName AllocCPUS NTasks NNodes     MaxRSS    MaxRSSNode  MaxDiskRead MaxDiskWrite    Elapsed      State ExitCode 
------------ ---------- --------- ------ ------ ---------- ------------- ------------ ------------ ---------- ---------- -------- 
166069       attn_lear+        16             1                                                      01:42:59  COMPLETED      0:0 
166069.batch      batch        16      1      1   3359316K    callan-n12     2594.61M     1738.95M   01:42:59  COMPLETED      0:0 
166069.exte+     extern        16      1      1                                                      01:42:59  COMPLETED      0:0 


Job details:
============

JobId=166069 JobName=attn_learned_cf_obs20_dense_ne8_500000_v7
   UserId=hadjitot(2357) GroupId=hadjitot(2300) MCS_label=N/A
   Priority=108916 Nice=0 Account=callan_hadjitot QOS=normal
   JobState=COMPLETING Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   DerivedExitCode=0:0
   RunTime=01:42:59 TimeLimit=2-00:00:00 TimeMin=N/A
   SubmitTime=2026-03-12T17:41:09 EligibleTime=2026-03-12T17:41:09
   AccrueTime=2026-03-12T17:41:09
   StartTime=2026-03-13T14:57:56 EndTime=2026-03-13T16:40:55 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2026-03-13T14:57:56 Scheduler=Backfill
   Partition=compute AllocNode:Sid=callan01:1943781
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=callan-n12
   BatchHost=callan-n12
   NumNodes=1 NumCPUs=16 NumTasks=1 CPUs/Task=16 ReqB:S:C:T=0:0:*:*
   ReqTRES=cpu=16,mem=32G,node=1,billing=16
   AllocTRES=cpu=16,mem=32G,node=1,billing=16
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   JOB_GRES=(null)
     Nodes=callan-n12 CPU_IDs=3-4,26-33,54-59 Mem=32768 GRES=
   MinCPUsNode=16 MinMemoryNode=32G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=OK Contiguous=0 Licenses=(null) LicensesAlloc=(null) Network=(null)
   Command=/home/users/hadjitot/fyp/HighwayEnv/slurm/train_attention.sbatch
   WorkDir=/home/users/hadjitot/fyp/HighwayEnv
   StdErr=/home/users/hadjitot/fyp/HighwayEnv/slurm_out/attn_learned_cf_obs20_dense_ne8_500000_v7_166069.err
   StdIn=/dev/null
   StdOut=/home/users/hadjitot/fyp/HighwayEnv/slurm_out/attn_learned_cf_obs20_dense_ne8_500000_v7_166069.out
   TresPerTask=cpu=16
   


Disk quota details:
===================

                         Block Limits                                    |                     File Limits
Name       type             MB      quota      limit   in_doubt    grace |    files   quota    limit in_doubt    grace
root       USR         4838888          0          0        580     none |   390718       0        0      534     none
root       FILESET     4854187          0          0       3557     none |  9909095       0        0      766     none


SLURM Bank Statement:
=====================

User           Usage |        Account     Usage | Account Limit Available (CPU hrs)
---------- --------- + -------------- --------- + ------------- ---------
hadjitot      17,301 | CALLAN_HADJITOT    17,301 |       300,000   282,699


Acknowledgements:
=================

Note that usage of TCHPC Resources *must* be acknowledged in all publications.

Please see this page for details relevant to this cluster:

http://www.tchpc.tcd.ie/resources/acknowledgementpolicy

################################################################################
